num,pron,char,main_mean,tot_stk,main_elem,disused,rad_stk,rad,rad_elem,detail_mean,meaning,stk_info,rad_id,no_rad_stk,rad_mean
1810,방,龐,클,19,土,TRUE,16,龍,土,크다 높다; 어지럽다,클 【방】,총 19획 (부 3획),212,3,용룡
1811,방,榜,패,14,木,FALSE,4,木,木,패(문자로 표지삼는 목패); 방목(급제자 성명을 게시하는 패); 방을 써붙이다; 노(를 젓다),패 【방】,총 14획 (부 10획),75,10,나무목
1812,방,尨,삽살개,7,土,TRUE,3,尢(兀),土,삽살개; 얼룩얼룩하다; 흩어지다; 크다,삽살개 【방】,총 7획 (부 4획),43,4,절름발이왕
1813,방,旁,두루,10,土,FALSE,4,方,土,곁; 옆; 두루; 널리; 방(한자의 오른쪽); 기대다,두루 【방】,총 10획 (부 6획),70,6,모방
1814,방,枋,다목,8,木,FALSE,4,木,木,수레 만드는 나무의 하나; 다목(콩과에 속하는 작은 常綠喬木),다목 【방】,총 8획 (부 4획),75,4,나무목
1815,방,滂,비퍼부을,14,水,FALSE,4,水,水,비가 퍼붓다; 물이 질펀하게 흐르는 모양; 물이 흐르는 소리,비퍼부을 【방】,총 14획 (부 10획),85,10,물수
1816,방,磅,돌떨어지는소리,15,金,FALSE,5,石,金,돌이 떨어지는 소리; 파운드(pound= 453 gram),돌떨어지는소리 【방】,총 15획 (부 10획),112,10,돌석
1817,방,紡,실뽑을,10,木,FALSE,6,糸,木,실을 뽑다; 잣다; (자은) 실; 걸다,실뽑을 【방】,총 10획 (부 4획),120,4,실사
1818,방,肪,살질,10,水,FALSE,6,肉(月),水,살지다; 비계; 기름기,살질 【방】,총 10획 (부 4획),130,4,고기육
1819,방,膀,오줌통,16,水,FALSE,6,肉(月),水,오줌통,오줌통 【방】,총 16획 (부 10획),130,10,고기육
1820,방,舫,방주,10,木,FALSE,6,舟,木,방주(둘을 매어서 나란히 가게 된 배); 배; 선박,방주 【방】,총 10획 (부 4획),137,4,배주
1821,방,蒡,우엉,16,木,FALSE,6,艸(艹),木,우엉,우엉 【방】,총 16획 (부 10획),140,10,풀초
1822,방,蚌,씹조개,10,水,TRUE,6,虫,水,씹조개(마합과에 속하는 민물 조개); 방합(방합과에 속하는 민물 조개),씹조개 【방】,총 10획 (부 4획),142,4,벌레충
1823,방,謗,헐뜯을,17,金,TRUE,7,言,金,헐뜯다; 헐뜯는 말,헐뜯을 【방】,총 17획 (부 10획),149,10,말씀언
1824,방,幫,도울,17,木,FALSE,3,巾,木,돕다; 보좌하다(補佐ㆍ輔佐--); 지원하다; 무리; 단체(團體); 패거리; 신의 양쪽 면,도울 【방】,총 17획 (부 14획),50,14,수건건
1825,방,幇,도울,12,木,FALSE,3,巾,木,돕다; 보좌하다(補佐ㆍ輔佐--); 지원하다; 무리; 단체(團體); 패거리; 신의 양쪽 면,도울 【방】,총 12획 (부 9획),50,9,수건건
1826,배,拜,절,9,木,FALSE,4,手(扌),木,절; 절하다; 받다; 벼슬을 주다(授官); 굽히다(服),절 【배】,총 9획 (부 5획),64,5,손수
1827,배,杯,잔,8,木,FALSE,4,木,木,잔; 술잔(飮酒器); (국을 담는) 대접(羹盂),잔 【배】,총 8획 (부 4획),75,4,나무목
1828,배,盃,잔,9,金,FALSE,5,皿,金,#ERROR!,잔 【배】,총 9획 (부 4획),108,4,그릇명
1829,배,倍,곱,10,火,FALSE,2,人(亻),火,곱; 곱하다; 더하다; 배반하다; 비속하다; 외다; 더욱,곱 【배】,총 10획 (부 8획),9,8,사람인
1830,배,培,북돋울,11,土,FALSE,3,土,土,북돋우다,북돋울 【배】,총 11획 (부 8획),32,8,흙토
1831,배,配,짝지을,10,金,TRUE,7,酉,金,짝을 짓다; 짝을 지우다; 짝; 종사하다; 나누다; 귀양보내다; 딸리다(예속함),짝지을 【배】,총 10획 (부 3획),164,3,닭유
1832,배,排,물리칠,12,木,FALSE,4,手(扌),木,밀치다; 물리치다; 늘어서다; 줄; 풀무,물리칠 【배】,총 12획 (부 8획),64,8,손수
1833,배,輩,무리,15,火,FALSE,7,車,火,무리; 짝; 견주다; 줄(수레의 행렬),무리 【배】,총 15획 (부 8획),159,8,수레거
1834,배,背,등,11,水,FALSE,6,肉(月),水,등; 뒤; 집의 북쪽; 등지다; 죽다,등 【배】,총 11획 (부 5획),130,5,고기육
1835,배,陪,모실,16,土,FALSE,8,阜(阝),土,모시다; 돕다; 더하다,모실 【배】,총 16획 (부 8획),170,8,언덕부
1836,배,裵,옷치렁치렁할,14,木,FALSE,6,衣,木,(긴 옷이) 치렁치렁하다; 서성거리다(徘),옷치렁치렁할 【배】,총 14획 (부 8획),145,8,옷의
1837,배,裴,옷치렁치렁할,14,木,FALSE,6,衣,木,(긴 옷이) 치렁치렁하다; 배회하다(徘),옷치렁치렁할 【배】,총 14획 (부 8획),145,8,옷의
1838,배,湃,물결이는모양,13,水,FALSE,4,水,水,물결이 이는 모양,물결이는모양 【배】,총 13획 (부 9획),85,9,물수
1839,배,俳,광대,10,火,FALSE,2,人(亻),火,광대; 익살; 노닐다(徘),광대 【배】,총 10획 (부 8획),9,8,사람인
1840,배,徘,노닐,11,火,FALSE,3,彳,火,노닐다(천천히 이리저리 왔다갔다 하다),노닐 【배】,총 11획 (부 8획),60,8,두인변척
1841,배,焙,불에쬘,12,火,FALSE,4,火(灬),火,불에 쬐다; 배롱(화로에 씌워 놓고 옷같은 것을 말리는 기구),불에쬘 【배】,총 12획 (부 8획),86,8,불화
1842,배,胚,아이밸,11,水,FALSE,6,肉(月),水,아이를 배다; 잉태; 시초,아이밸 【배】,총 11획 (부 5획),130,5,고기육
1843,배,褙,속적삼,15,木,FALSE,6,衣,木,속적삼; 배접(褙接)하다,속적삼 【배】,총 15획 (부 9획),145,9,옷의
1844,배,賠,배상할,15,金,FALSE,7,貝,金,배상하다; 물어주다; 보상하다,배상할 【배】,총 15획 (부 8획),154,8,조개패
1845,배,北,달아날,5,金,TRUE,2,匕,金,"달아나다, 도망치다; 패하다(敗--); 등지다, 저버리다; 나누다, 분리하다(分離--)",달아날 【배】,총 5획 (부 3획),21,3,비수비
1846,배,䔒,꽃봉오리,17,木,FALSE,6,艸(艹),木,꽃봉오리,꽃봉오리 【배】,총 17획 (부 11획),140,11,풀초
1847,백,白,흰,5,金,FALSE,5,白,金,흰 빛; 희(어지 게하)다; 밝(게하)다; 깨끗하다; 맑은 술; 잔; 은; 사뢰다; 해(일년),흰 【백】,총 5획 (부 0획),106,0,흰백
1848,백,百,일백,6,金,FALSE,5,白,金,일백(100); 백 번; 많다; 힘쓰다,일백 【백】,총 6획 (부 1획),106,1,흰백
1849,백,伯,맏,7,火,FALSE,2,人(亻),火,맏; 맏형; 큰아버지; 백작; 남편; 우두머리,맏 【백】,총 7획 (부 5획),9,5,사람인
1850,백,佰,일백,8,火,FALSE,2,人(亻),火,백 명의 두목; 百(일백 백); 陌(거리 맥),일백 【백】,총 8획 (부 6획),9,6,사람인
1851,백,帛,비단,8,木,FALSE,3,巾,木,비단; 명주,비단 【백】,총 8획 (부 5획),50,5,수건건
1852,백,魄,넋,15,火,FALSE,10,鬼,火,넋; 몸 모양; 달 달빛,넋 【백】,총 15획 (부 5획),194,5,귀신귀
1853,백,柏,나무이름,9,木,FALSE,4,木,木,"측백, 측백나무; 측백나무의 잎; 잣, 잣나무; 가까워지다, 다가오다; 크다",나무이름 【백】,총 9획 (부 5획),75,5,나무목
1854,백,栢,나무이름,10,木,FALSE,4,木,木,"측백, 측백나무; 측백나무의 잎; 잣, 잣나무; 가까워지다, 다가오다; 크다",나무이름 【백】,총 10획 (부 6획),75,6,나무목
1855,백,苩,성씨,11,木,FALSE,6,艸(艹),木,성(姓)의 하나,성씨 【백】,총 11획 (부 5획),140,5,풀초
1856,백,䞟,넘칠,12,火,FALSE,7,走,火,넘치다; 넘다; 급하다(急--),넘칠 【백】,총 12획 (부 5획),156,5,달아날주
1857,백,珀,호박,10,金,FALSE,5,玉(王),金,호박,호박 【백】,총 10획 (부 5획),96,5,구슬옥
1858,번,番,차례,12,土,FALSE,5,田,土,차례; 번(순서); 장(맷수); 짝,차례 【번】,총 12획 (부 7획),102,7,밭전
1859,번,煩,번거로울,13,火,TRUE,4,火(灬),火,번열증나다(신열 나고 가슴 답답함); 번민하다; 번거롭(게하)다; 바쁘다; 어지럽다; 시끄럽다,번거로울 【번】,총 13획 (부 9획),86,9,불화
1860,번,繁,번성할,17,木,FALSE,6,糸,木,번성하다; 많(게하)다; (무)성하다; 번거롭다; 잦다; 뒤섞이다,번성할 【번】,총 17획 (부 11획),120,11,실사
1861,번,飜,날,21,火,FALSE,9,飛,火,"번역하다(飜譯ㆍ翻譯--); 뒤집다, 엎어지다; 날다; 나부끼다; (물이)넘쳐 흐르다",날 【번】,총 21획 (부 12획),183,12,날비
1862,번,翻,날,18,火,FALSE,6,羽,火,날다; 나부끼다; 뒤집히다; 뒤집다; 번역하다(飜譯ㆍ翻譯--); 변하다(變--); 도리어,날 【번】,총 18획 (부 12획),124,12,깃우
1863,번,蕃,우거질,18,木,FALSE,6,艸(艹),木,불어나다; 우거지다; 많다; 오랑캐; 울타리(藩),우거질 【번】,총 18획 (부 12획),140,12,풀초
1864,번,幡,기,15,木,FALSE,3,巾,木,기; 표기; 나부끼다; 먹걸레; 먹수건,기 【번】,총 15획 (부 12획),50,12,수건건
1865,번,樊,울타리,15,木,FALSE,4,木,木,울 울타리; 농(버들 싸리 따위로 만든 그릇); 에워싸다; 어수선하다,울타리 【번】,총 15획 (부 11획),75,11,나무목
1866,번,燔,불사를,16,火,FALSE,4,火(灬),火,불사르다; 제육,불사를 【번】,총 16획 (부 12획),86,12,불화
1867,번,磻,강이름,17,金,FALSE,5,石,金,강 이름(渭水로 흘러들어 가는 陝西省에 있는 강),강이름 【번】,총 17획 (부 12획),112,12,돌석
1868,번,藩,울타리,21,木,FALSE,6,艸(艹),木,울(타리); 지경; 지키다,울타리 【번】,총 21획 (부 15획),140,15,풀초
1869,벌,伐,칠,6,火,FALSE,2,人(亻),火,치다; 베다; 공; 자랑하다; 방패; 간 흙(갈아 일으킨 땅),칠 【벌】,총 6획 (부 4획),9,4,사람인
1870,벌,罰,죄,15,木,TRUE,6,网(罒),木,죄; 형벌; 벌을 주다,죄 【벌】,총 15획 (부 9획),122,9,그물망
1871,벌,閥,공로,14,木,FALSE,8,門,木,공로 공훈; 지체 가문; (문 좌우의) 기둥,공로 【벌】,총 14획 (부 6획),169,6,문문
1872,벌,筏,떼,12,木,FALSE,6,竹,木,떼(물 위에 띄워서 타고 다니는 긴 나무토막이나 대로 엮어 만든 것),떼 【벌】,총 12획 (부 6획),118,6,대죽
1873,범,凡,무릇,3,木,FALSE,2,儿,木,무릇; 대강; 범상하다; 범인(보통 사람); 속계(이 세상),무릇 【범】,총 3획 (부 1획),10,1,어진사람인
1874,범,犯,범할,6,土,TRUE,4,犬(犭),土,범하다; 침범하다; 범죄; 범인,범할 【범】,총 6획 (부 2획),94,2,개견
1875,범,範,법,15,木,FALSE,6,竹,木,법(식); 한계,법 【범】,총 15획 (부 9획),118,9,대죽
1876,범,帆,돛,6,木,FALSE,3,巾,木,돛(을 달다),돛 【범】,총 6획 (부 3획),50,3,수건건
1877,범,杋,나무이름,7,木,FALSE,4,木,木,나무이름,나무이름 【범】,총 7획 (부 3획),75,3,나무목
1878,범,氾,넘칠,6,水,FALSE,4,水,水,넘치다; 넓다; 뜨다; 물 이름,넘칠 【범】,총 6획 (부 2획),85,2,물수
1879,범,范,풀이름,11,木,TRUE,6,艸(艹),木,풀 이름; 벌(벌레); 법(範); 거푸집,풀이름 【범】,총 11획 (부 5획),140,5,풀초
1880,범,梵,범어,11,木,FALSE,4,木,木,범어; 바라만(Brahman)의 음역; 깨끗하다,범어 【범】,총 11획 (부 7획),75,7,나무목
1881,범,泛,뜰,9,水,FALSE,4,水,水,(물 위에) 뜨다; 넓다,뜰 【범】,총 9획 (부 5획),85,5,물수
1882,범,汎,넓을,7,水,FALSE,4,水,水,(물에) 뜨다; 넓다 광대하다,넓을 【범】,총 7획 (부 3획),85,3,물수
1883,범,釩,떨칠,11,金,FALSE,8,金,金,떨치다,떨칠 【범】,총 11획 (부 3획),167,3,쇠금
1884,범,渢,풍류소리,13,水,FALSE,4,水,水,풍류 소리; 큰 목소리; 알맞은 목소리,풍류소리 【범】,총 13획 (부 9획),85,9,물수
1885,범,滼,뜰,15,水,FALSE,4,水,水,뜨다,뜰 【범】,총 15획 (부 11획),85,11,물수
1886,법,法,법,9,水,FALSE,4,水,水,법; 꼴 모형; 본받다,법 【법】,총 9획 (부 5획),85,5,물수
1887,법,琺,법랑,13,金,FALSE,5,玉(王),金,법랑(불투명 유리질 물질),법랑 【법】,총 13획 (부 8획),96,8,구슬옥
1888,벽,壁,바람벽,16,土,FALSE,3,土,土,(바람)벽; 진; 나성; 낭떠러지; 별 이름,바람벽 【벽】,총 16획 (부 13획),32,13,흙토
1889,벽,碧,옥돌,14,金,FALSE,5,石,金,옥돌; 푸르다,옥돌 【벽】,총 14획 (부 9획),112,9,돌석
1890,벽,璧,둥근옥,18,金,FALSE,5,玉(王),金,고리 모양의 둥근 옥. 그 구멍을 好 고리를 肉이라 함,둥근옥 【벽】,총 18획 (부 13획),96,13,구슬옥
1891,벽,闢,열,21,木,FALSE,8,門,木,열다; 열리다; 피하다,열 【벽】,총 21획 (부 13획),169,13,문문
1892,벽,僻,후미질,15,火,FALSE,2,人(亻),火,후미지다; 치우치다; 간사하다,후미질 【벽】,총 15획 (부 13획),9,13,사람인
1893,벽,劈,쪼갤,15,金,TRUE,2,刀(刂),金,쪼개다; 가르다; 깨뜨리다,쪼갤 【벽】,총 15획 (부 13획),18,13,칼도
1894,벽,擘,엄지손가락,17,木,TRUE,4,手(扌),木,엄지손가락; 쪼개다; 찢다; 가르다,엄지손가락 【벽】,총 17획 (부 13획),64,13,손수
1895,벽,檗,황벽나무,17,木,FALSE,4,木,木,황벽나무(黃蘗--: 운향과의 낙엽 활엽 교목. 운향과 落葉喬木. 황백피라 하여 약용 또는 물감으로 씀),황벽나무 【벽】,총 17획 (부 13획),75,13,나무목
1896,벽,蘗,황경나무,23,木,FALSE,6,艸(艹),木,황경나무; 황벽나무; 쓰다; 괴롭다,황경나무 【벽】,총 23획 (부 17획),140,17,풀초
1897,벽,癖,적취,18,水,FALSE,5,疒,水,적취(久滯의 한 가지); 버릇,적취 【벽】,총 18획 (부 13획),104,13,병질안역
1898,벽,霹,벼락,21,水,FALSE,8,雨,水,천둥; 벼락,벼락 【벽】,총 21획 (부 13획),173,13,비우
1899,벽,辟,임금,13,金,TRUE,7,辛,金,임금; 임; 법(法); 허물; 절름발이; 길쌈하다; 부르다; 다스리다; 편벽되다(偏僻--); 밝히다; 죄주다; 열다; 물리치다,임금 【벽】,총 13획 (부 6획),160,6,매울신
1900,변,變,변할,23,金,TRUE,7,言,金,변하다; 움직이다; 고치다; 변화; 변고; 재앙; 상사(사람의 죽음); 꾀(임시 변통),변할 【변】,총 23획 (부 16획),149,16,말씀언
1901,변,辨,분별할,16,金,FALSE,7,辛,金,나누(뉘)다; 분별하다; 구별 분별; 밝히다; 변화; 쟁론하다,분별할 【변】,총 16획 (부 9획),160,9,매울신
1902,변,辯,말잘할,21,金,FALSE,7,辛,金,말을 잘하다; 다투다 논쟁하다; 효유하다(가르쳐 깨닫게 함); 나누(뉘)다; 말; 문체,말잘할 【변】,총 21획 (부 14획),160,14,매울신
1903,변,邊,가,22,土,TRUE,7,辵(辶),土,가(장자리); 변방; 두메; 곁 옆; 끝; 물가; 이수하다; (한자의) 변,가 【변】,총 22획 (부 15획),162,15,책받침착
1904,변,卞,법제,4,火,FALSE,2,卜,火,조급하다; 성급하다; 법제,법제 【변】,총 4획 (부 2획),25,2,점복
1905,변,弁,고깔,5,木,FALSE,3,廾,木,고깔; 급하다 서둘다; 떨다; (손으로) 치다,고깔 【변】,총 5획 (부 2획),55,2,밑스물입공
1906,변,便,곧,9,火,TRUE,2,人(亻),火,곧; 문득; 오줌(누다); 똥,곧 【변】,총 9획 (부 7획),9,7,사람인
1907,변,釆,분별할,7,火,FALSE,7,釆(采),火,"분별하다(分別--), 구분하다(區分--); 나누다; 밝히다, 명백하다(明白--); 따지다, 쟁론하다(爭論--); 변론하다(辯論--); 총명하다(聰明--), 지혜롭다(智慧--); 다스리다; 바로잡다; 쓰다, 부리다",분별할 【변】,총 7획 (부 0획),165,0,분별할채
1908,별,別,다를,7,金,FALSE,2,刀(刂),金,다르다; 나누다 가르다; 나누이다 갈라지다; 떠나다; 구별하다; 갈래; 이별; 따로,다를 【별】,총 7획 (부 5획),18,5,칼도
1909,별,瞥,언뜻볼,17,木,FALSE,5,目,木,언뜻 보다; 잠깐 보다,언뜻볼 【별】,총 17획 (부 12획),109,12,눈목
1910,별,鼈,자라,25,土,FALSE,13,黽,土,자라(모양이 거북 비슷함); 고사리(양치식물 고사릿과의 여러해살이풀),자라 【별】,총 25획 (부 12획),205,12,맹꽁이맹
1911,별,鱉,자라,23,水,FALSE,11,魚,水,자라(모양이 거북 비슷함); 고사리(양치식물 고사릿과의 여러해살이풀),자라 【별】,총 23획 (부 12획),195,12,고기어
1912,별,襒,털,17,木,FALSE,6,衣,木,털다; 옷; 옷을 털다; 옷으로 훔치다,털 【별】,총 17획 (부 11획),145,11,옷의
1913,별,莂,모종낼,13,木,FALSE,6,艸(艹),木,모종내다; 부절(符節: 신표로 삼던 물건); 씨뿌리기; 볍씨를 모판에 뿌리다,모종낼 【별】,총 13획 (부 7획),140,7,풀초
1914,별,鷩,금계,23,火,FALSE,11,鳥,火,금계(金鷄: 꿩과의 새); 붉은 꿩,금계 【별】,총 23획 (부 12획),196,12,새조
1915,별,䭱,짙지않은향기,17,木,FALSE,9,香,木,짙지 않은 향기(香氣),짙지않은향기 【별】,총 17획 (부 8획),186,8,향기향
1916,별,㔡,클,12,土,FALSE,2,力,土,크다; 힘센 모양,클 【별】,총 12획 (부 10획),19,10,힘력
1917,병,丙,셋째천간,5,木,FALSE,1,一,木,"셋째 천간(방위=남방,오행=불); 셋째; 불",셋째천간 【병】,총 5획 (부 4획),1,4,한일
1918,병,病,병,10,水,TRUE,5,疒,水,병(심해지다); 근심(하다); 앓다; 괴롭히다 괴로워하다; 원망하다; 피로하다; 헐뜯다; 욕보이다,병 【병】,총 10획 (부 5획),104,5,병질안역
1919,병,兵,군사,7,金,TRUE,2,八,金,군사; 병장기; 싸움; 적을 치다,군사 【병】,총 7획 (부 5획),12,5,여덟팔
1920,병,竝,나란히,10,金,TRUE,5,立,金,"나란히; 모두; 나란히 서다; 견주다; 함께 하다; 겸하다(兼--); 아우르다; 떼지어 모이다; 어울리다; 병합하다(倂合--), 합병하다(合倂--); 물리치다(=屛)",나란히 【병】,총 10획 (부 5획),117,5,설립
1921,병,並,나란히,8,木,TRUE,1,一,木,"나란히; 모두; 나란히 서다; 견주다; 함께 하다; 겸하다(兼--); 아우르다; 떼지어 모이다; 어울리다; 병합하다(倂合--), 합병하다(合倂--); 물리치다(=屛)",나란히 【병】,총 8획 (부 7획),1,7,한일
1922,병,屛,병풍,11,水,TRUE,3,尸,水,울 담; 병풍; 가리다; 물리치다; 물러나다; 변방; 두려워하다; 숨죽이다,병풍 【병】,총 11획 (부 8획),44,8,주검시
1923,병,幷,아우를,8,木,FALSE,3,干,木,아우르다; 어울리다; 물리치다; 합하다(合--); 겸하다(兼--),아우를 【병】,총 8획 (부 5획),51,5,방패간
1924,병,并,아우를,6,木,FALSE,3,干,木,아우르다; 어울리다; 물리치다; 합하다(合--); 겸하다(兼--),아우를 【병】,총 6획 (부 3획),51,3,방패간
1925,병,倂,아우를,10,火,FALSE,2,人(亻),火,아우르다(합하다); 나란히 하다; 다투다; 물리치다(屛),아우를 【병】,총 10획 (부 8획),9,8,사람인
1926,병,甁,병,13,土,TRUE,5,瓦,土,병 단지; 두레박; 시루,병 【병】,총 13획 (부 8획),98,8,기와와
1927,병,輧,수레,15,火,TRUE,7,車,火,(덮개가 있는 부인용) 수레,수레 【병】,총 15획 (부 8획),159,8,수레거
1928,병,炳,빛날,9,火,FALSE,4,火(灬),火,밝다; 빛나다,빛날 【병】,총 9획 (부 5획),86,5,불화
1929,병,柄,자루,9,木,FALSE,4,木,木,"자루(기구의 손잡이); 근본(根本); 권세(權勢), 권력(權力); 재료(材料)",자루 【병】,총 9획 (부 5획),75,5,나무목
1930,병,棅,자루,12,木,FALSE,4,木,木,"자루(기구의 손잡이); 근본(根本); 권세(權勢), 권력(權力); 재료(材料)",자루 【병】,총 12획 (부 8획),75,8,나무목
1931,병,昺,밝을,9,火,FALSE,4,日,火,"불꽃; 단청색(丹靑色); 밝다, 환하다; 빛나다; (불을)밝히다, 붙이다; 드러내 보이다; 뚜렷하다, 선명하다(鮮明--); 잡다",밝을 【병】,총 9획 (부 5획),72,5,날일
1932,병,秉,잡을,8,木,FALSE,5,禾,木,잡다; 한 움큼의 볏단; 열 여섯 섬; 자루(柄),잡을 【병】,총 8획 (부 3획),115,3,벼화
1933,병,餠,떡,17,水,FALSE,9,食(飠),水,떡,떡 【병】,총 17획 (부 8획),184,8,밥식
1934,병,騈,나란히,18,火,FALSE,10,馬,火,나란하게 하다; 말 두 필을 나란히 하여 수레에 메우다; 나란히 늘어서 있다; 땅이름,나란히 【병】,총 18획 (부 8획),187,8,말마
1935,병,鉼,판금,16,金,FALSE,8,金,金,판금; 가마솥; 나라 이름,판금 【병】,총 16획 (부 8획),167,8,쇠금
1936,병,抦,잡을,9,木,FALSE,4,手(扌),木,잡다,잡을 【병】,총 9획 (부 5획),64,5,손수
1937,보,保,보전할,9,火,FALSE,2,人(亻),火,보전하다; 돕다; 기르다; 알다; 지키다; 편안하다; 믿다,보전할 【보】,총 9획 (부 7획),9,7,사람인
1938,보,步,걸을,7,土,TRUE,4,止,土,걸음; 걷다(徒行); 걸리다; 보병; 처하다; 행위; 운수; 천자의 자리; 나루; 여섯 자,걸을 【보】,총 7획 (부 3획),77,3,그칠지
1939,보,報,갚을,12,土,FALSE,3,土,土,갚다(갚음); 대답(하다); 알리다(알림); 여쭈다,갚을 【보】,총 12획 (부 9획),32,9,흙토
1940,보,普,넓을,12,火,FALSE,4,日,火,널리(博); 넓다; 크다(大); 나라 이름(프러시아 普魯士의 약칭),넓을 【보】,총 12획 (부 8획),72,8,날일
1941,보,補,도울,13,木,FALSE,6,衣,木,(옷을) 깁다; 고치다; 돕다; 보태다; 맡기다; 보탬,도울 【보】,총 13획 (부 7획),145,7,옷의
1942,보,譜,계보,19,金,FALSE,7,言,金,(순서 계통을 따라 차례로) 적다; 계보; 족보,계보 【보】,총 19획 (부 12획),149,12,말씀언
1943,보,寶,보배,20,木,FALSE,3,宀,木,"보배; 보물; 옥새(玉璽), 도장(圖章); 돈, 전폐(錢幣); 높임말; 도(道); 보(寶: 특정 목적의 기금 마련를 위한 재단); 진귀한(珍貴-); 보배로 여기다; 귀중(貴重)하게 여기다",보배 【보】,총 20획 (부 17획),40,17,갓머리면
1944,보,宝,보배,8,木,FALSE,3,宀,木,"보배; 보물; 옥새(玉璽), 도장(圖章); 돈, 전폐(錢幣); 높임말; 도(道); 보(寶: 특정 목적의 기금 마련를 위한 재단); 진귀한(珍貴-); 보배로 여기다; 귀중(貴重)하게 여기다",보배 【보】,총 8획 (부 5획),40,5,갓머리면
1945,보,珤,보배,11,金,FALSE,5,玉(王),金,"보배; 보물; 옥새(玉璽), 도장(圖章); 돈, 전폐(錢幣); 높임말; 도(道); 보(寶: 특정 목적의 기금 마련를 위한 재단); 진귀한(珍貴-); 보배로 여기다; 귀중(貴重)하게 여기다",보배 【보】,총 11획 (부 6획),96,6,구슬옥
1946,보,㻄,보배,11,金,FALSE,5,玉(王),金,"보배; 보물; 옥새(玉璽), 도장(圖章); 돈, 전폐(錢幣); 높임말; 도(道); 보(寶: 특정 목적의 기금 마련를 위한 재단); 진귀한(珍貴-); 보배로 여기다; 귀중(貴重)하게 여기다",보배 【보】,총 11획 (부 6획),96,6,구슬옥
1947,보,堡,작은성,12,土,FALSE,3,土,土,작은 성; 둑; 제방,작은성 【보】,총 12획 (부 9획),32,9,흙토
1948,보,甫,클,7,水,FALSE,5,用,水,크다; 많다; 씨(남자의 미칭); 자(字); 겨우; 비로소,클 【보】,총 7획 (부 2획),101,2,쓸용
1949,보,輔,도울,14,火,FALSE,7,車,火,바퀴 덧방나무(바퀴살의 힘을 돕는 나무); 돕다; 도움; 재상; 아전; 경기(京畿),도울 【보】,총 14획 (부 7획),159,7,수레거
1950,보,菩,보살,14,木,FALSE,6,艸(艹),木,보살; 보리,보살 【보】,총 14획 (부 8획),140,8,풀초
1951,보,潽,물이름,16,水,FALSE,4,水,水,물이름; 끓다,물이름 【보】,총 16획 (부 12획),85,12,물수
1952,보,洑,보,10,水,FALSE,4,水,水,보,보 【보】,총 10획 (부 6획),85,6,물수
1953,보,湺,보,12,水,FALSE,4,水,水,보; 물이름,보 【보】,총 12획 (부 8획),85,8,물수
1954,보,褓,포대기,15,木,FALSE,6,衣,木,포대기,포대기 【보】,총 15획 (부 9획),145,9,옷의
1955,보,俌,도울,9,火,FALSE,2,人(亻),火,돕다,도울 【보】,총 9획 (부 7획),9,7,사람인
1956,보,䀯,볼,12,木,FALSE,5,目,木,보다,볼 【보】,총 12획 (부 7획),109,7,눈목
1957,보,靌,보배,27,水,FALSE,8,雨,水,보배; 국새(國璽: 나라를 대표하는 도장); 불법승(佛法僧); 임금에 관한 일에 붙이는 접두어; 보배롭게 여기다,보배 【보】,총 27획 (부 19획),173,19,비우
1958,복,福,복,14,木,FALSE,5,示(礻),木,(행)복; 복을 내리다; 상로롭다,복 【복】,총 14획 (부 9획),113,9,보일시
1959,복,伏,엎드릴,6,火,FALSE,2,人(亻),火,엎드리다; 숨다; 숨기다; 굴복하다; 시령 이름; 길(蔔),엎드릴 【복】,총 6획 (부 4획),9,4,사람인
1960,복,服,옷,8,水,FALSE,4,月,水,옷(衣); 의복; 옷을 입다; 일용품; 직분(職); 생각하다(思); 다스리다(治); 익히다(習),옷 【복】,총 8획 (부 4획),74,4,달월
1961,복,復,회복할,12,火,FALSE,3,彳,火,회복하다; 돌아가다; 돌려보내다; 되풀이하다; 대답하다; 사뢰다; 복명하다; 갚다; 덜다; 면하다,회복할 【복】,총 12획 (부 9획),60,9,두인변척
1962,복,腹,배,15,水,FALSE,6,肉(月),水,배; 두텁다; 껴안다,배 【복】,총 15획 (부 9획),130,9,고기육
1963,복,複,겹칠,15,木,TRUE,6,衣,木,겹옷; 겹치다; 겹(포개진 것),겹칠 【복】,총 15획 (부 9획),145,9,옷의
1964,복,卜,점,2,火,FALSE,2,卜,火,점; 점치다; 점장이; 주다; 상고하다,점 【복】,총 2획 (부 0획),25,0,점복
1965,복,覆,엎어질,18,金,TRUE,6,襾(西),金,엎(어지)다 넘어(뜨리)지다; 배반하다; 되풀이하다; 사뢰다 알리다; 도리어; 복병,엎어질 【복】,총 18획 (부 12획),146,12,덮을아
1966,복,馥,향기,18,木,FALSE,9,香,木,향기; 향기롭다,향기 【복】,총 18획 (부 9획),186,9,향기향
1967,복,鍑,솥,17,金,FALSE,8,金,金,솥,솥 【복】,총 17획 (부 9획),167,9,쇠금
1968,복,僕,종,14,火,FALSE,2,人(亻),火,종; 하인; 마부; 무리; 저(자기의 겸칭); 붙다; 숨기다,종 【복】,총 14획 (부 12획),9,12,사람인
1969,복,匐,기어갈,11,金,FALSE,2,勹,金,기어가다; 엎드리다,기어갈 【복】,총 11획 (부 9획),20,9,쌀포
