num,pron,char,main_mean,tot_stk,main_elem,disused,rad_stk,rad,rad_elem,detail_mean,meaning,stk_info,rad_id,no_rad_stk,rad_mean
5237,향,鄕,마을,17,土,FALSE,7,邑(⻏),土,마을; 시골; 고향; 곳(장소); 음향(響); 대접하다(饗); 접때(嚮); 향하다(向); 구역 이름,마을 【향】,총 17획 (부 10획),163,10,고을읍
5238,향,響,울릴,22,金,FALSE,9,音,金,울림; 울리다,울릴 【향】,총 22획 (부 13획),180,13,소리음
5239,향,享,누릴,8,火,FALSE,2,亠,火,누리다; 드리다; 제사 지내다; 흠향하다; 잔치(하다),누릴 【향】,총 8획 (부 6획),8,6,돼지해머리두
5240,향,珦,옥이름,11,金,FALSE,5,玉(王),金,옥 이름,옥이름 【향】,총 11획 (부 6획),96,6,구슬옥
5241,향,嚮,접때,19,水,FALSE,3,口,水,지난 번 접때; 향하다; 누리다(=享); 흠향하다(=饗); 메아리(=響),접때 【향】,총 19획 (부 16획),30,16,입구
5242,향,餉,건량,15,水,FALSE,9,食(飠),水,건량(말린 음식); 군량 군비; 보내다; 식사 시간,건량 【향】,총 15획 (부 6획),184,6,밥식
5243,향,饗,대접할,22,水,FALSE,9,食(飠),水,대접하다; (주식으로) 제사(를 지내다); 드리다; 마시다 먹다; 흠향하다; 누리다; 주식; 잔치,대접할 【향】,총 22획 (부 13획),184,13,밥식
5244,향,麘,사향사슴,20,土,FALSE,11,鹿,土,사향 사슴,사향사슴 【향】,총 20획 (부 9획),198,9,사슴록
5245,향,晑,밝을,10,火,FALSE,4,日,火,밝다,밝을 【향】,총 10획 (부 6획),72,6,날일
5246,허,虛,빌,12,木,FALSE,6,虍,木,비다; 비우다; 공허; 하늘; 구멍 틈; 헛되다; 별 이름; 터(=墟),빌 【허】,총 12획 (부 6획),141,6,범호
5247,허,許,허락할,11,金,FALSE,7,言,金,허락(하다); 편들다; 바라다; 나아가다; 곳; 이; 무엇; 나라 이름,허락할 【허】,총 11획 (부 4획),149,4,말씀언
5248,허,墟,언덕,15,土,FALSE,3,土,土,빈 터; 언덕; 구렁; 저자(시장),언덕 【허】,총 15획 (부 12획),32,12,흙토
5249,허,噓,불,15,水,TRUE,3,口,水,풍치다. 불다. 뿜다; 울다,불 【허】,총 15획 (부 12획),30,12,입구
5250,헌,軒,추녀,10,火,TRUE,7,車,火,초헌(대부 이상이 타는 수레); 수레; 처마; 집; 난간; 높다; 오르다; 웃다; 크게 저민 고기; 추녀,추녀 【헌】,총 10획 (부 3획),159,3,수레거
5251,헌,憲,법,16,火,FALSE,4,心,火,법(法); 모범(表); 상관; 민첩하다(敏); 본뜨다; 성하다; 고시하다,법 【헌】,총 16획 (부 12획),61,12,마음심
5252,헌,獻,드릴,20,土,FALSE,4,犬(犭),土,드리다 바치다; 권하다; 어진 이,드릴 【헌】,총 20획 (부 16획),94,16,개견
5253,헌,櫶,나무이름,20,木,FALSE,4,木,木,나무 이름,나무이름 【헌】,총 20획 (부 16획),75,16,나무목
5254,헌,䡣,초헌,16,火,FALSE,7,車,火,초헌(軺軒: 벼슬아치가 타던 수레),초헌 【헌】,총 16획 (부 9획),159,9,수레거
5255,헌,㦥,총명할,20,火,FALSE,4,心,火,총명하다(聰明--); 알다; 깨닫다,총명할 【헌】,총 20획 (부 16획),61,16,마음심
5256,헐,歇,쉴,13,火,FALSE,4,欠,火,쉬다; 다하다; 그치다; 헐하다; 값싸다,쉴 【헐】,총 13획 (부 9획),76,9,하품흠
5257,험,險,험할,21,土,TRUE,8,阜(阝),土,험하다; 음흉하다; 높다; 어렵다,험할 【험】,총 21획 (부 13획),170,13,언덕부
5258,험,驗,증험할,23,火,FALSE,10,馬,火,증험하다; 증좌; 증거; 보람; 시험,증험할 【험】,총 23획 (부 13획),187,13,말마
5259,혁,革,가죽,9,金,TRUE,9,革,金,가죽; (가죽으로 만든) 갑옷투구; 8음의 하나(가죽을 팽팽하게 댄 악기. 북 따위); 괘 이름(離下兌上); 고치다; 털을 갈다; (날개를) 펴다,가죽 【혁】,총 9획 (부 0획),177,0,가죽혁
5260,혁,赫,빛날,14,火,FALSE,7,赤,火,붉다; 빛나다; 성하다; 대단히 성을 내다; 나타나다; 나타내다,빛날 【혁】,총 14획 (부 7획),155,7,붉을적
5261,혁,爀,붉을,18,火,FALSE,4,火(灬),火,붉다; 불빛; 불빛이 붉은 모양; 빛나다,붉을 【혁】,총 18획 (부 14획),86,14,불화
5262,혁,奕,클,9,木,TRUE,3,大,木,크다; 아름답다; 근심하다; 겹치다; 차례; 바둑,클 【혁】,총 9획 (부 6획),37,6,큰대
5263,혁,焱,불꽃,12,火,FALSE,4,火(灬),火,불꽃; 불꽃이 세게 타는 모양; 화염의 모양,불꽃 【혁】,총 12획 (부 8획),86,8,불화
5264,혁,侐,고요할,8,火,FALSE,2,人(亻),火,고요하다; 적막하다(寂寞--); 쓸쓸하다,고요할 【혁】,총 8획 (부 6획),9,6,사람인
5265,혁,焃,빛날,11,火,FALSE,4,火(灬),火,"빛나다, 밝다; 나타나다, 드러나다; 성대하다(盛大--); 붉다; 몹시 화내다, 성내다; 마르다, 가물다; 사지를 찢다; 붉은빛; 붉은 모양; 빛나는 모양; 분발하는 모양; 열기가 세찬 모양; 가뭄;",빛날 【혁】,총 11획 (부 7획),86,7,불화
5266,혁,嚇,성낼,17,水,FALSE,3,口,水,성내다; 화를 벌컥 내다; 으르다; 위협하다(威脅--); 무섭게 하다; 무서워하다; 놀라게 하다,성낼 【혁】,총 17획 (부 14획),30,14,입구
5267,혁,洫,봇도랑,10,水,FALSE,4,水,水,봇도랑(洑--: 봇물을 대거나 빼게 만든 도랑); 해자(垓子: 성 밖을 둘러싼 못); 수문(水門); 비우다; 망가지다(부서지거나 찌그러져 못 쓰게 되다); 외람하다(猥濫--: 하는 짓이 분수에 지나치다); 참람하다(僭濫--: 분수에 넘쳐 너무 지나치다),봇도랑 【혁】,총 10획 (부 6획),85,6,물수
5268,현,現,나타날,12,金,FALSE,5,玉(王),金,나타나다; 나타내다; 실재; 지금,나타날 【현】,총 12획 (부 7획),96,7,구슬옥
5269,현,賢,어질,15,金,FALSE,7,貝,金,어질다; 어진 이; 낫다,어질 【현】,총 15획 (부 8획),154,8,조개패
5270,현,玄,검을,5,金,FALSE,5,玄,金,검다; 하늘; 오묘하다; 깊다; 고요하다; 현손(증손의 아들); 빛나다(炫),검을 【현】,총 5획 (부 0획),95,0,검을현
5271,현,絃,줄,11,木,FALSE,6,糸,木,(현악기의) 줄; 현악기; 타다,줄 【현】,총 11획 (부 5획),120,5,실사
5272,현,縣,고을,16,木,FALSE,6,糸,木,매달다(懸); 떨어지다; 고을 현(진시황 때부터 시작한 행정상의 구획),고을 【현】,총 16획 (부 10획),120,10,실사
5273,현,懸,매달,20,火,FALSE,4,心,火,매달다; 달리다; 걸다; 현격하다; 멀리; 빚,매달 【현】,총 20획 (부 16획),61,16,마음심
5274,현,顯,나타날,23,火,FALSE,9,頁,火,나타나다; 드러나다; 뚜렷하다; 명확하다(明確--); 분명하다(分明--); 명백하다(明白--); 높다; 귀하다(貴--); 명성(名聲)이 있다; 지위(地位)가 높다; 밝다; 돌아가신 부모(父母),나타날 【현】,총 23획 (부 14획),181,14,머리혈
5275,현,顕,나타날,18,火,FALSE,9,頁,火,나타나다; 드러나다; 뚜렷하다; 명확하다(明確--); 분명하다(分明--); 명백하다(明白--); 높다; 귀하다(貴--); 명성(名聲)이 있다; 지위(地位)가 높다; 밝다; 돌아가신 부모(父母),나타날 【현】,총 18획 (부 9획),181,9,머리혈
5276,현,峴,산이름,10,土,TRUE,3,山,土,재; 고개; 산 이름,산이름 【현】,총 10획 (부 7획),46,7,뫼산
5277,현,晛,햇살,11,火,FALSE,4,日,火,햇살; 햇빛; 해가 나다; 밝다; 환하다,햇살 【현】,총 11획 (부 7획),72,7,날일
5278,현,泫,이슬빛날,9,水,FALSE,4,水,水,빛나다; 듣다; 물이 솟아나는 모양; 이슬이 내리는 모양; 물이 깊다; 깊고 넓다,이슬빛날 【현】,총 9획 (부 5획),85,5,물수
5279,현,炫,빛날,9,火,FALSE,4,火(灬),火,밝다; 광채(光彩)를 발하다; 빛나다; 눈이 부시다; 비추다; 자랑하다; 녹이다,빛날 【현】,총 9획 (부 5획),86,5,불화
5280,현,玹,옥돌,10,金,FALSE,5,玉(王),金,옥돌; 옥빛; 옥 이름,옥돌 【현】,총 10획 (부 5획),96,5,구슬옥
5281,현,鉉,솥귀,13,金,FALSE,8,金,金,솥귀고리(솥귀의 구멍에 끼워 손으로 들게 한 고리); 활시위(弦),솥귀 【현】,총 13획 (부 5획),167,5,쇠금
5282,현,眩,아찔할,10,木,FALSE,5,目,木,아찔하다; 현혹하다; 현혹하게 하다; 어둡다; 돌다,아찔할 【현】,총 10획 (부 5획),109,5,눈목
5283,현,昡,당혹할,9,火,FALSE,4,日,火,당혹하다. 갈팡질팡하다; 햇빛,당혹할 【현】,총 9획 (부 5획),72,5,날일
5284,현,絢,무늬,12,木,FALSE,6,糸,木,무늬; 곱다; 문채; 노; 끈; 빠르다,무늬 【현】,총 12획 (부 6획),120,6,실사
5285,현,呟,소리,8,水,FALSE,3,口,水,소리(聲),소리 【현】,총 8획 (부 5획),30,5,입구
5286,현,俔,엿볼,9,火,TRUE,2,人(亻),火,엿보다; 염탐군; 바람개비; 두려워하다; 비유하다,엿볼 【현】,총 9획 (부 7획),9,7,사람인
5287,현,睍,불거진눈,12,木,FALSE,5,目,木,불거진 눈; 훔쳐보다; (소리가) 아름다운 모양,불거진눈 【현】,총 12획 (부 7획),109,7,눈목
5288,현,舷,뱃전,11,木,FALSE,6,舟,木,뱃전(배의 가),뱃전 【현】,총 11획 (부 5획),137,5,배주
5289,현,衒,자랑할,11,火,FALSE,6,行,火,자랑하다; 팔다; 돌아다니며 팔다; 자기를 선전하다,자랑할 【현】,총 11획 (부 5획),144,5,다닐행
5290,현,弦,활시위,8,火,FALSE,3,弓,火,(활)시위; 초승달; 줄(絃),활시위 【현】,총 8획 (부 5획),57,5,활궁
5291,현,儇,영리할,15,火,FALSE,2,人(亻),火,"영리하다(怜悧ㆍ伶俐--); 총명하다; 빠르다, 민첩하다(敏捷--)",영리할 【현】,총 15획 (부 13획),9,13,사람인
5292,현,譞,영리할,20,金,FALSE,7,言,金,영리하다(怜悧ㆍ伶俐--); 말이 많다; 수다스럽다; 슬기; 지혜,영리할 【현】,총 20획 (부 13획),149,13,말씀언
5293,현,怰,팔,9,火,FALSE,4,心,火,팔다(=賣),팔 【현】,총 9획 (부 5획),61,5,마음심
5294,현,䧋,한정할,15,土,FALSE,8,阜(阝),土,한정하다(限定--); 한계(限界); 땅 이름,한정할 【현】,총 15획 (부 7획),170,7,언덕부
5295,현,鋗,노구솥,15,金,FALSE,8,金,金,노구솥(놋쇠로 만든 작은 솥); 냄비; 작은 동이; 옥 소리,노구솥 【현】,총 15획 (부 7획),167,7,쇠금
5296,현,㢺,활,11,火,FALSE,3,弓,火,활; 성(姓)의 하나,활 【현】,총 11획 (부 8획),57,8,활궁
5297,현,琄,옥모양,12,金,FALSE,5,玉(王),金,옥 모양; 패옥(佩玉: 허리띠에 차는 옥); 패옥 늘어지다,옥모양 【현】,총 12획 (부 7획),96,7,구슬옥
5298,현,嬛,산뜻할,16,土,FALSE,3,女,土,"산뜻하다; 경편하다(輕便--: 가볍고 편하거나 손쉽고 편리하다); 낭창낭창하다, 부드럽다; 단단하다; 아름답다; 얌전하다; 정숙(貞淑)한 모양; 숙부드러운 모양",산뜻할 【현】,총 16획 (부 13획),38,13,계집녀
5299,현,娊,허리가늘,10,土,FALSE,3,女,土,허리가 가늘다,허리가늘 【현】,총 10획 (부 7획),38,7,계집녀
5300,현,妶,여자의자,8,土,FALSE,3,女,土,여자(女子)의 자(字),여자의자 【현】,총 8획 (부 5획),38,5,계집녀
5301,현,灦,물이깊고맑을,27,水,FALSE,4,水,水,물이 깊고 맑다,물이깊고맑을 【현】,총 27획 (부 23획),85,23,물수
5302,현,㭹,땅이름,12,木,FALSE,4,木,木,땅 이름,땅이름 【현】,총 12획 (부 8획),75,8,나무목
5303,혈,血,피,6,水,FALSE,6,血,水,피; 피칠하다; 물들이다,피 【혈】,총 6획 (부 0획),143,0,피혈
5304,혈,穴,구멍,5,水,FALSE,5,穴,水,움; 구덩이; 굴; 구멍; 곁 옆,구멍 【혈】,총 5획 (부 0획),116,0,구멍혈
5305,혈,孑,외로울,3,水,TRUE,3,子,水,외롭다; 창; 나머지; 장구벌레,외로울 【혈】,총 3획 (부 0획),39,0,아들자
5306,혈,頁,머리,9,火,FALSE,9,頁,火,머리(頭部);페이지,머리 【혈】,총 9획 (부 0획),181,0,머리혈
5307,혐,嫌,싫어할,13,土,FALSE,3,女,土,싫어하다; 의심하다; 미움; 혐의,싫어할 【혐】,총 13획 (부 10획),38,10,계집녀
5308,협,協,화할,8,水,FALSE,2,十,水,화합하다; 협력하다; 좇다; 따르다; 복종하다.,화할 【협】,총 8획 (부 6획),24,6,열십
5309,협,脅,위협할,12,水,TRUE,6,肉(月),水,위협하다(威脅--); 으르다; 꾸짖다; 책망하다(責望--); 비난하다(非難--); 웅크리다; 움츠리다; 겨드랑이; 옆구리; 갈빗대; 곁,위협할 【협】,총 12획 (부 6획),130,6,고기육
5310,협,脇,위협할,12,水,TRUE,6,肉(月),水,위협하다(威脅--); 으르다; 꾸짖다; 책망하다(責望--); 비난하다(非難--); 웅크리다; 움츠리다; 겨드랑이; 옆구리; 갈빗대; 곁,위협할 【협】,총 12획 (부 6획),130,6,고기육
5311,협,俠,호협할,9,火,FALSE,2,人(亻),火,호협하다(협기가 있음; 의협심이 많음); 끼다(挾),호협할 【협】,총 9획 (부 7획),9,7,사람인
5312,협,挾,낄,11,木,TRUE,4,手(扌),木,끼다; 돌다; 두루 미치다(=浹); 젓가락,낄 【협】,총 11획 (부 7획),64,7,손수
5313,협,峽,골짜기,10,土,FALSE,3,山,土,골짜기; 시내; 땅 이름,골짜기 【협】,총 10획 (부 7획),46,7,뫼산
5314,협,浹,두루미칠,11,水,TRUE,4,水,水,두루 미치다; 널리 퍼지다; 통하다; 사무치다; 젖다; 적시다,두루미칠 【협】,총 11획 (부 7획),85,7,물수
5315,협,夾,낄,7,木,FALSE,3,大,木,끼다(挾); 가깝다; 부축하다; 겸하다; 좁다(狹),낄 【협】,총 7획 (부 4획),37,4,큰대
5316,협,狹,좁을,11,土,FALSE,4,犬(犭),土,좁다; 좁아지다; 좁히다,좁을 【협】,총 11획 (부 7획),94,7,개견
5317,협,莢,꼬투리,13,木,FALSE,6,艸(艹),木,꼬투리(콩과식물의 열매가 들어 있는 깍지. 그런 열매가 열리는 식물); 명협; 조협(쥐엄나무),꼬투리 【협】,총 13획 (부 7획),140,7,풀초
5318,협,鋏,부젓가락,15,金,FALSE,8,金,金,부젓가락; 칼(도검); 칼코등이,부젓가락 【협】,총 15획 (부 7획),167,7,쇠금
5319,협,頰,뺨,16,火,FALSE,9,頁,火,뺨(面兩旁); 천천히 말하다,뺨 【협】,총 16획 (부 7획),181,7,머리혈
5320,협,冾,화할,8,水,FALSE,2,冫,水,화하다(和--: 따뜻하고 부드럽다); 젖다; 윤택하다(潤澤--),화할 【협】,총 8획 (부 6획),15,6,이수
5321,형,兄,맏,5,木,FALSE,2,儿,木,맏이 형,맏 【형】,총 5획 (부 3획),10,3,어진사람인
5322,형,刑,형벌,6,金,FALSE,2,刀(刂),金,형벌; 형벌하다; 법; 본받다; 목을 베다; 제어하다; 이루어지다; 꼴(形); 국그릇,형벌 【형】,총 6획 (부 4획),18,4,칼도
5323,형,形,형상,7,火,FALSE,3,彡,火,형상; 용모; 형체; 형세; 나타내다; 나타나다; 꼴을 이루다; 그릇,형상 【형】,총 7획 (부 4획),59,4,터럭삼
5324,형,亨,형통할,7,火,FALSE,2,亠,火,형통하다,형통할 【형】,총 7획 (부 5획),8,5,돼지해머리두
5325,형,螢,개똥벌레,16,水,TRUE,6,虫,水,개똥벌레(물가의 풀떨기에 살며 배 끝에 발광 기관이 내는 빛을 반딧불이라 함),개똥벌레 【형】,총 16획 (부 10획),142,10,벌레충
5326,형,衡,저울대,16,火,FALSE,6,行,火,저울대; 저울; 달다; (마차의) 가로나무; 뿔나무(소의 두 뿔에 매어 받는 것을 막는 것); 비녀; 난간; 산이름,저울대 【형】,총 16획 (부 10획),144,10,다닐행
5327,형,型,거푸집,9,土,FALSE,3,土,土,거푸집(부어서 만드는 물건의 모형); 본보기,거푸집 【형】,총 9획 (부 6획),32,6,흙토
5328,형,邢,나라이름,13,土,FALSE,7,邑(⻏),土,나라 이름(周公의 아들을 봉한 나라),나라이름 【형】,총 13획 (부 6획),163,6,고을읍
5329,형,珩,노리개,11,金,TRUE,5,玉(王),金,노리개; 패옥; 갓끈; 관의 끈,노리개 【형】,총 11획 (부 6획),96,6,구슬옥
5330,형,泂,깊을,9,水,FALSE,4,水,水,멀다; 깊다,깊을 【형】,총 9획 (부 5획),85,5,물수
5331,형,炯,빛날,9,火,FALSE,4,火(灬),火,빛나다; 밝다,빛날 【형】,총 9획 (부 5획),86,5,불화
5332,형,瑩,밝을,15,金,FALSE,5,玉(王),金,밝다; 옥빛이 조촐하다; 맑다,밝을 【형】,총 15획 (부 10획),96,10,구슬옥
5333,형,瀅,맑을,19,水,FALSE,4,水,水,맑다,맑을 【형】,총 19획 (부 15획),85,15,물수
5334,형,馨,향기,20,木,FALSE,9,香,木,향내가 나다; 향기롭다; 향기; 어조사(晉宋 시대의 속어로 어세를 강하게 하는 조사),향기 【형】,총 20획 (부 11획),186,11,향기향
5335,형,熒,등불,14,火,TRUE,4,火(灬),火,등불; 비치다; 빛나다; 아찔하다; 개똥벌레(螢); 현혹하다,등불 【형】,총 14획 (부 10획),86,10,불화
5336,형,滎,실개천,14,水,TRUE,4,水,水,실개천; 못 이름; 물결이 일다,실개천 【형】,총 14획 (부 10획),85,10,물수
5337,형,灐,물이름,22,水,FALSE,4,水,水,물 이름,물이름 【형】,총 22획 (부 18획),85,18,물수
5338,형,荊,모형나무,12,木,FALSE,6,艸(艹),木,모형나무(마편초과에 속하는 落葉灌木. 줄기 잎은 약재로 씀); 가시나무; 곤장; 아내; 땅 이름,모형나무 【형】,총 12획 (부 6획),140,6,풀초
5339,형,鎣,줄,18,金,FALSE,8,金,金,줄(쇠붙이를 갈아 광택이 나게 하는 연장),줄 【형】,총 18획 (부 10획),167,10,쇠금
5340,형,迥,멀,12,土,FALSE,7,辵(辶),土,멀다; 판이하다; 아주 다르다; 뛰어나다; 빛나다; 아주; 대단히; 홀로; 성(姓)의 하나,멀 【형】,총 12획 (부 5획),162,5,책받침착
5341,형,逈,멀,13,土,FALSE,7,辵(辶),土,멀다; 판이하다; 아주 다르다; 뛰어나다; 빛나다; 아주; 대단히; 홀로; 성(姓)의 하나,멀 【형】,총 13획 (부 6획),162,6,책받침착
5342,형,侀,이룰,8,火,FALSE,2,人(亻),火,이루다; 모이다; 힘쓰는 모양; 거푸집,이룰 【형】,총 8획 (부 6획),9,6,사람인
5343,혜,惠,은혜,12,火,FALSE,4,心,火,"은혜(恩惠), 사랑, 자애(慈愛); 경어(敬語: 상대를 공경하는 뜻의 말); 세모창; 털매미(매밋과의 곤충), 씽씽매미; (은혜를)베풀다, 사랑하다; 인자하다(仁慈--); 순하다(順--), 유순하다(柔順--); 슬기롭다, 총명하다(聰明--); 아름답다, 곱다; 꾸미다, 장식하다(裝飾--)",은혜 【혜】,총 12획 (부 8획),61,8,마음심
5344,혜,恵,은혜,10,火,FALSE,4,心,火,"은혜(恩惠), 사랑, 자애(慈愛); 경어(敬語: 상대를 공경하는 뜻의 말); 세모창; 털매미(매밋과의 곤충), 씽씽매미; (은혜를)베풀다, 사랑하다; 인자하다(仁慈--); 순하다(順--), 유순하다(柔順--); 슬기롭다, 총명하다(聰明--); 아름답다, 곱다; 꾸미다, 장식하다(裝飾--)",은혜 【혜】,총 10획 (부 6획),61,6,마음심
5345,혜,慧,지혜,15,火,FALSE,4,心,火,슬기롭다 총명하다; 슬기; 지혜롭다,지혜 【혜】,총 15획 (부 11획),61,11,마음심
5346,혜,兮,어조사,4,金,FALSE,2,八,金,어조사,어조사 【혜】,총 4획 (부 2획),12,2,여덟팔
5347,혜,蕙,혜초,18,木,TRUE,6,艸(艹),木,혜초(난초의 일종으로서 한 줄기에 꽃이 여러 개 달리며 보통의 난초보다 향기가 더 강함),혜초 【혜】,총 18획 (부 12획),140,12,풀초
5348,혜,彗,비,11,火,FALSE,3,彐(彑),火,(대로 만든) 비; 살별; 꼬리별,비 【혜】,총 11획 (부 8획),58,8,터진가로왈
5349,혜,譿,슬기로울,22,金,FALSE,7,言,金,슬기롭다; 총명하다; 똑똑하다,슬기로울 【혜】,총 22획 (부 15획),149,15,말씀언
5350,혜,寭,밝힐,15,木,FALSE,3,宀,木,밝히다; 깨닫다,밝힐 【혜】,총 15획 (부 12획),40,12,갓머리면
5351,혜,憓,사랑할,16,火,FALSE,4,心,火,사랑하다; 따르다; 순종하다,사랑할 【혜】,총 16획 (부 12획),61,12,마음심
5352,혜,暳,별반짝일,15,火,FALSE,4,日,火,별이 반짝이다; 많은 별이 반짝이는 모양,별반짝일 【혜】,총 15획 (부 11획),72,11,날일
5353,혜,蹊,좁은길,17,土,FALSE,7,足,土,좁은 길; 지나다; 지름길,좁은길 【혜】,총 17획 (부 10획),157,10,발족
5354,혜,醯,초,19,金,FALSE,7,酉,金,초(신 조미료); (국물이 많은) 육장,초 【혜】,총 19획 (부 12획),164,12,닭유
5355,혜,鞋,가죽신,15,金,FALSE,9,革,金,가죽신(革履); 구두처럼 위를 졸라매어 잘 벗겨지지 않게 만든 신,가죽신 【혜】,총 15획 (부 6획),177,6,가죽혁
5356,혜,譓,슬기로울,19,金,FALSE,7,言,金,"슬기롭다; 좇다; 순종하다, 따르다; 명확히 분별하다(分別--); 불쌍히 여기다",슬기로울 【혜】,총 19획 (부 12획),149,12,말씀언
5357,혜,鏸,날카로울,20,金,TRUE,8,金,金,날카롭다; 세모창; 병기(兵器),날카로울 【혜】,총 20획 (부 12획),167,12,쇠금
5358,혜,匸,감출,2,水,FALSE,2,匸,水,감추다; 덮다,감출 【혜】,총 2획 (부 0획),23,0,감출혜
5359,혜,䚷,진실한말,11,金,FALSE,7,言,金,진실(眞實)한 말; 정성(精誠)스러운 말,진실한말 【혜】,총 11획 (부 4획),149,4,말씀언
5360,호,戶,집,4,木,FALSE,4,戶,木,지게; 문; 집; 구멍; 주량; 막다; 지키다,집 【호】,총 4획 (부 0획),63,0,지게호
5361,호,乎,어조사,5,金,FALSE,1,丿,金,그런가(의문); 감탄사; 어조사(于),어조사 【호】,총 5획 (부 4획),4,4,삐침별
5362,호,呼,부를,8,水,FALSE,3,口,水,숨을 내쉬다; 부르다; 부르짖다; 슬프다(탄식하는 소리),부를 【호】,총 8획 (부 5획),30,5,입구
5363,호,好,좋을,6,土,FALSE,3,女,土,좋다; 훌륭하다; 아름답다; 좋아하다; 사랑하다; 친선의 정; 구멍; 잘; 심히,좋을 【호】,총 6획 (부 3획),38,3,계집녀
5364,호,虎,범,8,木,FALSE,6,虍,木,범(고양이과에 속하는 맹수. 호랑이),범 【호】,총 8획 (부 2획),141,2,범호
5365,호,號,이름,13,木,FALSE,6,虍,木,이름; 부호; 명령(命令); 차례(次例); 번호(番號); 부르짖다; 일컫다; 고하다(告--); 울다,이름 【호】,총 13획 (부 7획),141,7,범호
5366,호,号,이름,5,水,FALSE,3,口,水,이름; 부호; 명령(命令); 차례(次例); 번호(番號); 부르짖다; 일컫다; 고하다(告--); 울다,이름 【호】,총 5획 (부 2획),30,2,입구
5367,호,湖,호수,13,水,FALSE,4,水,水,호수,호수 【호】,총 13획 (부 9획),85,9,물수
5368,호,互,서로,4,木,FALSE,2,二,木,서로; 어긋 매기다; 번갈아 들다; 고기 시렁; 울짱(목책),서로 【호】,총 4획 (부 2획),7,2,두이
5369,호,胡,턱밑살,11,水,FALSE,6,肉(月),水,턱밑살; 어찌; 수하다(오래 살다); 늙은이; 멀다; 창가지(창끝의 갈라진 갈래); 오랑캐,턱밑살 【호】,총 11획 (부 5획),130,5,고기육
5370,호,浩,클,11,水,FALSE,4,水,水,넓다; 광대하다(廣大--); 크다; 성대하다(盛大--); 넉넉하다; 교만하다(驕慢--); 물이 넓고 넓게 흐르는 모양,클 【호】,총 11획 (부 7획),85,7,물수
5371,호,澔,클,16,水,FALSE,4,水,水,넓다; 광대하다(廣大--); 크다; 성대하다(盛大--); 넉넉하다; 교만하다(驕慢--); 물이 넓고 넓게 흐르는 모양,클 【호】,총 16획 (부 12획),85,12,물수
5372,호,毫,가는털,11,火,FALSE,4,毛,火,가는 털 잔 털; 조금 근소; 호(척도 또는 분량의 단위. 1리의 10분의 1),가는털 【호】,총 11획 (부 7획),82,7,터럭모
5373,호,豪,호걸,14,水,FALSE,7,豕,水,호저(짐승 이름); 뛰어나다; 호협하다; 굳세다; 호화스럽다; 터럭(毫); 호걸,호걸 【호】,총 14획 (부 7획),152,7,돼지시
5374,호,護,보호할,21,金,FALSE,7,言,金,보호하다; 돕다; 지키다; 통솔하다,보호할 【호】,총 21획 (부 14획),149,14,말씀언
5375,호,晧,밝을,11,火,FALSE,4,日,火,밝다; 빛나다; 해가 뜨다,밝을 【호】,총 11획 (부 7획),72,7,날일
5376,호,皓,흴,12,金,FALSE,5,白,金,희다; 깨끗하다; 밝다; 하늘(昊),흴 【호】,총 12획 (부 7획),106,7,흰백
5377,호,昊,하늘,8,火,FALSE,4,日,火,하늘; 여름 하늘,하늘 【호】,총 8획 (부 4획),72,4,날일
5378,호,淏,맑을,12,水,FALSE,4,水,水,맑다,맑을 【호】,총 12획 (부 8획),85,8,물수
5379,호,濠,해자,18,水,FALSE,4,水,水,해자; 강 이름(安徽省에 있는 강); 오스트레일리아의 준말,해자 【호】,총 18획 (부 14획),85,14,물수
5380,호,灝,넓을,25,水,FALSE,4,水,水,넓다; 콩물(콩을 삶은 물); 하늘의 청명한 기운,넓을 【호】,총 25획 (부 21획),85,21,물수
5381,호,祜,복,10,木,FALSE,5,示(礻),木,복(록) 행복,복 【호】,총 10획 (부 5획),113,5,보일시
5382,호,琥,호박,13,金,TRUE,5,玉(王),金,호박(대개 광택이 있는 누런 빛으로 장식품에 쓰임); 범의 모양을 한 옥으로 만든 그릇,호박 【호】,총 13획 (부 8획),96,8,구슬옥
5383,호,瑚,산호,14,金,FALSE,5,玉(王),金,산호; 호련(殷나라 때 종묘에서 黍稷을 담던 祭器),산호 【호】,총 14획 (부 9획),96,9,구슬옥
5384,호,頀,구할,23,金,FALSE,9,音,金,구하다; 구제하다; 지키다; 풍류 이름(殷나라 湯王이 지은 음악),구할 【호】,총 23획 (부 14획),180,14,소리음
5385,호,顥,클,21,火,FALSE,9,頁,火,크다(大); 넓다; 빛나다; 희다(白貌),클 【호】,총 21획 (부 12획),181,12,머리혈
5386,호,扈,뒤따를,11,木,FALSE,4,戶,木,(뒤)따르다; 막다; 입다; 넓다,뒤따를 【호】,총 11획 (부 7획),63,7,지게호
5387,호,鎬,호경,18,金,FALSE,8,金,金,"호경(주나라 수도, 주나라 무왕이 도읍한 서울. 지금의 陝西省 西安府 일부); 땅 이름; 냄비; 빛나다",호경 【호】,총 18획 (부 10획),167,10,쇠금
5388,호,壕,해자,17,土,FALSE,3,土,土,해자(성 둘레에 판 도랑); 도랑,해자 【호】,총 17획 (부 14획),32,14,흙토
5389,호,壺,병,11,木,TRUE,3,士,木,병; 박(瓠),병 【호】,총 11획 (부 8획),33,8,선비사
5390,호,濩,퍼질,18,水,FALSE,4,水,水,퍼지다,퍼질 【호】,총 18획 (부 14획),85,14,물수
